#=== ait_temp_endtoend_base_w100_10000b10000a_0.001lr ===
#
#Metrics:
#  Accuracy: 0.9836 | Micro F1: 0.9836 | Macro F1: 0.8322 | 
#  False Alarms: 1701 | False Alarm Rate: 0.0170
#  Missed Attacks: 39 | Detection Rate: 0.9931
#
#Per-Class Metrics:
#  [phase1] P=0.7705 | R=0.9917 | F1=0.8672 | 
#  [phase2] P=0.7662 | R=1.0000 | F1=0.8676 | 
#  [phase3] P=0.5333 | R=1.0000 | F1=0.6957 | 
#  [phase4] P=0.6289 | R=0.8971 | F1=0.7394 | 
#
#Inference time:
#  Average: 0.0022 | Total: 228.7751
#
#Confusion Matrix:
#         	      	      	      	Actual	      	      
#         	      	benign	phase1	phase2	phase3	phase4
#         	benign	 98462	    32	     0	     0	     7
#Predicted	phase1	  1139	  3824	     0	     0	     0
#         	phase2	   519	     0	  1701	     0	     0
#         	phase3	     7	     0	     0	     8	     0
#         	phase4	    36	     0	     0	     0	    61
i,time,loss,ground_time,compile_time,eval_time
10,3.3639044761657715,0.6241409778594971,0.13768595345318319,0.016367148235440256,0.0002299342304468155
20,5.907593011856079,0.5932935945224017,0.17386132329702378,0.01797349415719509,0.00028839483857154844
30,10.141236305236816,0.521959453006275,0.14085064381361007,0.018314200267195702,0.0005277290940284729
40,12.34545373916626,0.49075278609525413,0.18497857116162778,0.018744781985878943,0.00024817734956741335
50,14.459346055984497,0.49414018988609315,0.18357719108462334,0.017889970168471336,0.00024944283068180085
60,17.663904190063477,0.46708940705284474,0.1559546072036028,0.017580799758434296,0.00039056837558746336
70,21.655529737472534,0.48177381486748344,0.17680164016783237,0.0180458452552557,0.0004919789731502533
80,26.079858779907227,0.44543837882811205,0.19476992189884185,0.017977296933531763,0.0005899693816900254
90,28.788769483566284,0.43595732148096433,0.1850291009992361,0.01869403012096882,0.0003370828926563263
100,30.94921112060547,0.42226257783768234,0.18920211754739286,0.018466553092002867,0.00025584511458873747
110,33.09109878540039,0.3735178912058473,0.19322075173258782,0.01914116144180298,0.0002490602433681488
120,35.242711544036865,0.3883311394281918,0.15458048172295094,0.018681613355875017,0.0002517305314540863
130,37.413052558898926,0.33823670290657903,0.1919530037790537,0.018183736130595207,0.0002515945583581924
140,39.57264041900635,0.3575050588362501,0.20153115801513194,0.019341207668185235,0.00025644898414611816
150,41.77771282196045,0.36513337916330785,0.1919043879956007,0.019020254909992217,0.0002750042825937271
160,43.830986738204956,0.3169169619526656,0.18491282388567926,0.01803300604224205,0.0002551604062318802
170,45.88311719894409,0.33895693421873146,0.1739422231912613,0.018341566994786264,0.0002596769481897354
180,47.92095446586609,0.44582172454174723,0.16154282614588739,0.018261652439832687,0.00025113150477409365
190,49.954673051834106,0.396912235711352,0.1960657261312008,0.01843579225242138,0.0002545353025197983
200,51.993263959884644,0.35683316591312175,0.1711283441632986,0.018339311331510545,0.00025526583194732664
210,54.01709032058716,0.29137446623280994,0.17111118286848068,0.0181809913367033,0.00025422908365726473
220,56.064321994781494,0.341777137372992,0.17812888622283934,0.018186740577220917,0.00025795549154281614
230,58.12842035293579,0.3209070495780907,0.18909141831099988,0.018890144303441048,0.00025748200714588166
240,60.18836045265198,0.3248254282618291,0.17118240296840667,0.01841202937066555,0.0002607923001050949
250,62.25131058692932,0.2422904203667713,0.2001918200403452,0.01871767044067383,0.00026812553405761717
260,64.30359673500061,0.2982165126333712,0.1906052753329277,0.018195560202002525,0.00026077181100845335
270,66.41785001754761,0.292326151823363,0.169774304702878,0.0180094663053751,0.00026786066591739656
280,68.43986225128174,0.23568690186766617,0.1808222934603691,0.018866608664393426,0.00025574564933776854
290,70.48058366775513,0.27193145833225574,0.17943628169596196,0.018069029599428178,0.0002581261098384857
300,72.50402760505676,0.23852506394450756,0.18499124199151992,0.018572432920336723,0.0002529460936784744
310,74.55140709877014,0.2662074423087688,0.1905321627855301,0.018600502237677573,0.00026009678840637206
320,76.6048355102539,0.23816793611658796,0.19049399457871913,0.018811750784516336,0.0002609875053167343
330,78.64530277252197,0.22445623968123982,0.20855597741901874,0.01846250854432583,0.0002613577991724014
340,80.67449855804443,0.2361156161353392,0.1835824117064476,0.01881773993372917,0.0002593550831079483
350,82.73363256454468,0.2035969392998595,0.16835898160934448,0.018034730479121207,0.00026929080486297606
360,84.77293634414673,0.20862090448317758,0.19739481210708618,0.01847331002354622,0.0002580508589744568
370,88.25810194015503,0.2089632202075336,0.17255162745714187,0.01798543743789196,0.00036614686250686647
380,91.93921279907227,0.2626847386078225,0.19058314114809036,0.0183805663138628,0.00049138143658638
390,95.80640125274658,0.22509053398403012,0.18088582046329976,0.018838764727115632,0.0005080409348011017
400,152.63731360435486,0.2149329812271617,0.15454745404422282,0.01791045218706131,0.00028384514153003695
410,154.00015306472778,0.15633649989129025,0.16836109161376953,0.01908023953437805,0.0001891728490591049
420,155.26039743423462,0.2099175475447737,0.20300137996673584,0.01834503896534443,0.0001664917916059494
430,156.71307969093323,0.1754660926501856,0.1863212313503027,0.018853115290403365,0.000173274427652359
440,158.68081498146057,0.2024611816554625,0.1517820071429014,0.018107350915670395,0.0002545613795518875
450,160.54193449020386,0.19526661926034877,0.1670484073460102,0.017888317257165907,0.00024845004081726075
460,162.4759931564331,0.19180733614044243,0.17812736816704272,0.019250756502151488,0.000252547487616539
470,164.42250657081604,0.18717411507712428,0.17385135516524314,0.018380678817629816,0.000258621945977211
480,166.38595819473267,0.1677839480732473,0.18080729618668556,0.018530049920082094,0.00025662146508693696
490,168.39278364181519,0.20127159933422262,0.1905848912894726,0.019534359127283095,0.0002621270716190338
500,170.34904193878174,0.1449838500265514,0.18358364440500735,0.01821640431880951,0.0002611648291349411
510,172.3113305568695,0.1564224429739653,0.1711587008088827,0.018847639486193658,0.00025835409760475157
520,174.26120901107788,0.17107778777394458,0.20985498651862144,0.01917802095413208,0.0002612601965665817
530,176.2474811077118,0.1719466214339093,0.19332522749900818,0.01821918785572052,0.0002593163400888443
540,178.26464700698853,0.15897107371270636,0.18353234380483627,0.01891224756836891,0.00026625916361808775
550,180.2546989917755,0.14227330752347597,0.1614406116306782,0.01838090717792511,0.0002618778496980667
560,181.6722526550293,0.15407167442421182,0.17254477180540562,0.018205028399825095,0.00019702687859535217
