#=== ait_temp_endtoend_base_w100_100b100a_0.001lr ===
#
#Metrics:
#  Accuracy: 0.5480 | Micro F1: 0.5480 | Macro F1: 0.2893 | 
#  False Alarms: 47732 | False Alarm Rate: 0.4765
#  Missed Attacks: 90 | Detection Rate: 0.9840
#
#Per-Class Metrics:
#  [phase1] P=0.0853 | R=0.9831 | F1=0.1569 | 
#  [phase2] P=0.2131 | R=0.9882 | F1=0.3506 | 
#  [phase3] P=0.0537 | R=1.0000 | F1=0.1019 | 
#  [phase4] P=0.0817 | R=0.9265 | F1=0.1502 | 
#
#Inference time:
#  Average: 0.0020 | Total: 206.4045
#
#Confusion Matrix:
#         	      	      	      	Actual	      	      
#         	      	benign	phase1	phase2	phase3	phase4
#         	benign	 52431	    65	    20	     0	     5
#Predicted	phase1	 40675	  3791	     0	     0	     0
#         	phase2	  6208	     0	  1681	     0	     0
#         	phase3	   141	     0	     0	     8	     0
#         	phase4	   708	     0	     0	     0	    63
i,time,loss,ground_time,compile_time,eval_time
10,3.538755416870117,0.585997240897268,0.0015522021800279614,0.009203092639262844,0.0004659315427908531
20,7.433680057525635,0.551690275175497,0.001719661773397372,0.010261368837494105,0.0006981359651455513
30,12.067327976226807,0.48795544346794484,0.0017023881180928298,0.010100876826506396,0.0008775255427910734
40,16.72873544692993,0.47580267623998224,0.0017398705276159138,0.010112400037737996,0.0008976981616937198
50,21.28616428375244,0.4550466370477807,0.0017174500112350165,0.010208890415154956,0.0008753683131474715
60,25.94249677658081,0.4481796647363808,0.0017313628242566035,0.010131708819132574,0.0008877962541121705
70,30.634045124053955,0.4254061110172188,0.001771405826394374,0.01027385870424601,0.0008893569501546713
80,35.25306940078735,0.41352694043016525,0.001677499167048014,0.010268885355729325,0.0008718931617645118
90,39.74394345283508,0.3961835245281691,0.0017127804744702115,0.01030977838314495,0.0008672111309491668
100,44.32458710670471,0.4022152687277412,0.0017413280904293054,0.010151879088236724,0.0008635557901400786
110,48.97918748855591,0.407383727573324,0.0017253218935086175,0.010069327572217356,0.0008922513860922593
120,53.66009068489075,0.4142959310906008,0.0017323499975296166,0.010172172091328183,0.0008925094054295466
130,58.28360939025879,0.39480603999691083,0.0017230016394303399,0.010024772613094392,0.0008939575403928756
140,62.98187184333801,0.39309294569829945,0.001699669114672221,0.010530930700210413,0.0008983488552845441
150,67.62385106086731,0.3689767139527248,0.0017579489602492406,0.009991871794829002,0.0008843185809942394
160,72.27675175666809,0.3278698739275569,0.0016992953534309678,0.01017216925437634,0.0008834166595569025
170,76.86629819869995,0.3505154179772944,0.0017326647272476784,0.010123355543384172,0.0008931845999681033
180,81.52894830703735,0.3286210934689734,0.001706536801961752,0.01036611024576883,0.0008870875606170065
190,86.21068692207336,0.31527255259716186,0.0017367448371190287,0.010241649099267447,0.0008978700695129544
200,90.79437947273254,0.30340460180232187,0.001723268112310996,0.009972327030622044,0.0008733539054026969
210,95.32892513275146,0.28379482735472267,0.0017397760771788076,0.010132986794297496,0.0008757460862398147
220,99.52080869674683,0.2991504591569537,0.001764033648830194,0.010162097215652458,0.0007669448279417479
230,104.19422364234924,0.2777935864425672,0.0017000296081487946,0.010331354949336787,0.0009011011284131267
240,108.52077865600586,0.2825446092629136,0.001720781853565803,0.009948723390698435,0.0008090772880957676
250,110.49878239631653,0.2733522110243939,0.0016699900707373254,0.010461695205706804,0.00030727005348755776
260,112.39330625534058,0.2759227916554664,0.0017588921177845735,0.009926862126359562,0.0002873973204539372
270,115.88063335418701,0.24505104137861053,0.0017446674406528472,0.010207172082020688,0.0006157387048006058
280,120.3692057132721,0.2314854885747991,0.0017051190137863156,0.01027493723309957,0.00087028369307518
290,124.30173420906067,0.2310176302171385,0.0017143016537794701,0.010142679254596037,0.0007128167897462844
300,127.7138843536377,0.23023767742815834,0.0017424826152049578,0.010126064230616266,0.0005931309782541716
310,132.33990836143494,0.21130951386894595,0.0016950750007079193,0.010383209184958386,0.0008828267455101013
320,136.90881967544556,0.20183681090411482,0.001709982838768225,0.010170387849211694,0.0008820030265129531
330,141.40749168395996,0.21223340619885675,0.001740513369441032,0.010070803818794381,0.0008820364395013226
340,146.02637147903442,0.1867698590001055,0.0017192116723610796,0.010205294019900824,0.0008901973469899254
350,150.70455837249756,0.18617274847010776,0.001750190212176396,0.010201518724744138,0.0009024440955657227
360,155.3123860359192,0.1837273587959544,0.0016637975206741922,0.010234700143337253,0.0008795202638094242
370,159.8554654121399,0.2096703548296091,0.001751992364342396,0.010038963791269513,0.000889679789543152
380,164.48798537254333,0.17931750032742003,0.0017244810954882548,0.010255434278112182,0.0008970775569860752
390,169.11455869674683,0.16854010651361478,0.0017236509575293609,0.01023543144647892,0.0008956049783871722
400,173.70449090003967,0.1587692284085847,0.001757170546513337,0.010074389955172175,0.0008668185140077885
