,f1_score,false_alarm_rate,detection_rate
dpl_fox_pretrained,0.8798152850175956,4.374835943652113e-05,0.9990169919955062
baseline_fox,0.8585183136300151,0.00024374085971776057,0.9988413328183702
dpl_santos_fox_scratch,0.7856257534611599,0.007227228978913291,0.9959134952956046
dpl_fox_scratch,0.7024739753291103,0.0008874667199980001,0.9927327622524926
dpl_santos_fox_logic_baseline,0.6446858921650247,0.11790557854080472,0.9998455273135796
baseline_santos_fox,0.5352381139387197,0.1029936377385848,0.5771845138410009
dpl_santos_fox_pretrained,0.5039456473375399,0.000369986125520293,0.4760707765763236
