model,accuracy,precision,recall,f1,FPR,Detection Rate,total_wrong,hard_violations,soft_violations,hard_rate,soft_rate,temporal_score
ait_scratch_reduced_w10_10000b10000a_20260426_140247,0.9030730849917786,0.725110027358622,0.9014301765698166,0.7587266730013686,0.09925738497701786,0.9445035932925206,13658,0,47,0.0,0.003441206618831454,0.7580384316776023
ait_scratch_reduced_w10_1000b1000a_20260426_142318,0.44641237171854625,0.6787727055488967,0.8830546031650972,0.6532178788955246,0.5847269841745145,1.0,78092,0,58,0.0,0.0007427137222762895,0.6530693361510693
ait_scratch_behavioral_w10_1000b1000a_20260426_135204,0.44636984747973013,0.6787722438466157,0.8830456199188514,0.6532080376338639,0.5847719004057433,1.0,78098,0,58,0.0,0.0007426566621424364,0.6530595063014354
