#=== darpa_one_net_pretrained_original_w10 ===
#
#Metrics:
#  Accuracy: 0.9988 | Macro Precision: 1.0000 | Macro Recall: 0.7108 | Macro F1: 0.7773
#  Number of False Alarms: 0 | False Alarm Rate: 0.0000
#
#Per-Class Metrics:
#  [phase1] P=1.0000 | R=1.0000 | F1=1.0000 | 
#  [phase2] P=1.0000 | R=0.5556 | F1=0.7143 | 
#  [phase3] P=1.0000 | R=0.1429 | F1=0.2500 | 
#  [phase4] P=1.0000 | R=0.8571 | F1=0.9231 | 
#  [phase5] P=1.0000 | R=0.9986 | F1=0.9993 | 
#
#Confusion Matrix:
#         	      	      	      	Actual	      	      	      
#         	      	benign	phase1	phase2	phase3	phase4	phase5
#         	benign	 20900	     0	     4	    12	     1	    42
#         	phase1	     0	     8	     0	     0	     0	     0
#Predicted	phase2	     0	     0	     5	     0	     0	     0
#         	phase3	     0	     0	     0	     2	     0	     0
#         	phase4	     0	     0	     0	     0	     6	     0
#         	phase5	     0	     0	     0	     0	     0	 29347
i,time,loss,ground_time,compile_time,eval_time
100,8.925544500350952,0.02905256620694032,0.0009604688644409188,0.00015554790496826175,0.0001131412982940677
200,22.200060606002808,0.028013571323260593,0.0014091519355773946,0.00020530476570129334,0.00019541258811950677
300,38.01334738731384,0.016587860873651338,0.0014067715167999267,0.00023116269111633282,0.0002511149406433102
400,54.13354444503784,0.033616918868425716,0.0015792923450469957,0.00022627196311950565,0.00023758273124694826
500,67.40712809562683,0.018367086994643757,0.001351020812988276,0.0002219153881072986,0.00018551664352417052
600,80.3014497756958,0.03141614810466539,0.0014419620990753232,0.00020714588165283128,0.00017506241798400879
700,90.7785427570343,0.011211628703462213,0.001185259580612182,0.000194253253936768,0.0001644379615783693
800,100.9181056022644,0.0507084723338183,0.0011580719947814923,0.00019054203033447328,0.00016064133644104
900,111.8110990524292,0.02504809534247714,0.001373180961608885,0.00019185481071472158,0.0001474801540374753
1000,122.9323513507843,0.03416384965363511,0.0011409910678863559,0.00022364964485168385,0.00018506107330322228
1100,133.04573798179626,0.02235783789141623,0.0011239390850067165,0.0002578696250915533,0.0001547277927398685
1200,143.32036972045898,0.01706979418781858,0.0011013902187347435,0.00025650467872619646,0.00016103811264038117
1300,155.14553689956665,0.01682110319072802,0.0014058286666870133,0.00026092014312744104,0.00015605211257934534
1400,164.833811044693,0.01846949172751849,0.0011092903614044211,0.00025756821632385256,0.00014744014739990276
1500,174.19772219657898,0.0167019440454613,0.0010888115406036416,0.00026003966331481903,0.00014142003059387204
