Model,Macro F1,Macro F1 Std,Weighted F1,Weighted F1 Std,Accuracy,Accuracy Std,Detection Rate,Detection Rate Std,False Alarm Rate,False Alarm Rate Std,Causal Rate,Causal Rate Std,Regression Rate,Regression Rate Std
ait_temp_context_pretrained_base_w100_full_0.001lr,0.944343362846052,0.02363026233717779,0.9991764388885184,3.05778634287086e-05,0.9991719913796363,2.9041346545689377e-05,0.9904136339428368,0.0003175669060891031,0.000335453211265637,2.5726263643711003e-05,0.0,0.0,0.002197802197802198,0.004395604395604395
ait_temp_context_endtoend_base_w100_full_0.001lr,0.9400461702307009,0.010136825489135635,0.9990720151468746,5.663387474953628e-05,0.9990699081250709,5.62700898564856e-05,0.9908751997159596,0.0014272857264151873,0.0004692351467108613,8.494972149868772e-05,0.0,0.0,0.014494553598696936,0.01088954521962679
multiclass_basefeatures_w100_fulldata_0.001lr,0.8799753253963669,0.01457111300996259,0.9976961363581154,0.00018655149169714868,0.997670989451397,0.0001834399708224684,0.9882123202556364,0.0013686728398648131,0.001797070774637341,0.00021253850768423744,0.01888043721127136,0.010834554081108607,0.020533808231997665,0.013823826385953725
ait_temp_pretrained_base_w100_full_0.001lr,0.877630277933954,0.02040075376475028,0.9983919566740811,1.9213341212388724e-05,0.9983805310849813,1.6065571204944604e-05,0.9833717971477602,0.0011716071881900413,0.0007754027601675935,7.747669117220808e-05,0.0,0.0,0.15170679448601418,0.045600526974160664
ensemble_basefeatures_w100_fulldata_0.001lr,0.8583129246595111,0.0239752001975629,0.9977558188370181,0.0002840785749154451,0.9977182502173996,0.0003022088564163949,0.9914432806674952,0.0014439694235869466,0.001928855964777413,0.00032714951970863804,0.026707904217092064,0.01258773777878914,0.01747958349820943,0.008150871215940705
ait_temp_endtoend_base_w100_full_0.001lr,0.8420469387680019,0.01340591014216574,0.998234444808866,9.639058134491381e-05,0.9982154334757457,9.326550254104817e-05,0.9808272678856736,0.0028158892325792057,0.0008066851032816508,0.00018107738863659648,0.0,0.0,0.18013446925712798,0.046352047694125105
ait_temp_context_baseline_endtoend_base_w100_full_0.001lr,0.630656228184441,0.03801835530923625,0.9173917162299065,0.05196987645214063,0.9253714696207798,0.03060357236578706,0.7141132611397124,0.3353535397895237,0.06274772121442049,0.05118438976114126,0.0,0.0,0.047423854255621976,0.03872141485413013
ait_temp_baseline_endtoend_base_w100_full_0.001lr,0.09231403815656924,0.0,0.10000218760535093,0.0,0.05324397897841128,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.19972444914788895,0.0
