model,accuracy,precision,recall,f1,total_wrong,hard_violations,soft_violations,hard_rate,soft_rate,temporal_score
darpa_neg_scratch_up_w10,0.9991257178055517,0.975,0.9854284644886571,0.9791162464562083,44,0,0,0.0,0.0,0.9791162464562083
darpa_neg_scratch_original_w10,0.9991058477556779,0.975,0.9632062422664347,0.9673515405738554,45,0,0,0.0,0.0,0.9673515405738554
darpa_neg_pretrained_original_w10,0.9990859777058041,1.0,0.9346348136950062,0.9640922813145961,46,0,0,0.0,0.0,0.9640922813145961
darpa_neg_pretrained_down_w10,0.9990859777058041,1.0,0.9346348136950062,0.9640922813145961,46,0,0,0.0,0.0,0.9640922813145961
darpa_neg_pretrained_up_w10,0.9990859777058041,1.0,0.9282856073457999,0.9604723718123337,46,0,0,0.0,0.0,0.9604723718123337
darpa_neg_scratch_down_w10,0.9984898762095893,0.9747957585866495,0.9409840200442126,0.9540142196104828,76,0,0,0.0,0.0,0.9540142196104828
