,avg_inference_time,std_inference_time
darpa_temp_baseline_endtoend_base_w10_full_0.001lr,0.001482279339536545,0.00788616892624166
darpa_temp_pretrained_base_w10_full_0.001lr,0.004135864443266719,0.026321091745680123
darpa_temp_context_endtoend_base_w10_full_0.001lr,0.004687196028155196,0.021217896194310852
darpa_temp_context_pretrained_base_w10_full_0.001lr,0.00515435504066911,0.021017806972843056
darpa_temp_endtoend_base_w10_full_0.001lr,0.004521676533616036,0.0181578764818719
darpa_temp_context_baseline_endtoend_base_w10_full_0.001lr,0.002335105515233822,0.022455665833955685
