model,accuracy,precision,recall,f1,FPR,FNR,total_wrong,num_causal,num_regression,num_plausible,causal_rate,regression_rate,plausible_rate,temp_score
multiclass_aug_w10_full,0.8484885139795214,0.5275332946265799,0.6021953127377075,0.5352381139387197,0.1029936377385848,0.5771845138410009,71293,220,40,71033,0.0030858569565034434,0.0005610649011824443,0.9963530781423141,0.5335829724802315
