#
#=== Dataset results ===
#
#Accuracy: 0.9993
#Micro F1: 0.9993 | Macro F1: 0.9444 | Weighted F1: 0.9993
#
#Per-class metrics:
#  [benign] P=0.9987 | R=0.9996 | F1=0.9992 | Support=20900
#  [phase1] P=1.0000 | R=1.0000 | F1=1.0000 | Support=8
#  [phase2] P=1.0000 | R=0.8889 | F1=0.9412 | Support=9
#  [phase3] P=0.8235 | R=1.0000 | F1=0.9032 | Support=14
#  [phase4] P=0.7000 | R=1.0000 | F1=0.8235 | Support=7
#  [phase5] P=0.9999 | R=0.9991 | F1=0.9995 | Support=29389
#Confusion Matrix:
#         	      	      	      	Actual	      	      	      
#         	      	benign	phase1	phase2	phase3	phase4	phase5
#         	benign	 20892	     0	     1	     0	     0	    26
#         	phase1	     0	     8	     0	     0	     0	     0
#Predicted	phase2	     0	     0	     8	     0	     0	     0
#         	phase3	     3	     0	     0	    14	     0	     0
#         	phase4	     3	     0	     0	     0	     7	     0
#         	phase5	     2	     0	     0	     0	     0	 29363
i,time,loss,ground_time,compile_time,eval_time
100,12.458858013153076,0.49588682520622657,0.0011420928001403797,0.00028186316490173347,0.00016589641571044942
200,22.620127201080322,0.3507699136740861,0.000960724544525143,0.00043879899978637664,0.0001427257061004639
300,32.767271518707275,0.11848619539341827,0.0012026012897491459,0.00025382275581359846,0.00013136653900146472
400,43.48626136779785,0.08949600091608638,0.0010500255107879644,0.00025712099075317384,0.00017602090835571325
500,52.774656772613525,0.024923002181537854,0.0009886709213256842,0.00022083272933959915,0.0001372014522552492
600,63.20982360839844,0.01436216843517254,0.0013049107074737545,0.00024688310623168923,0.0001379199504852295
700,72.12188220024109,0.011877397836018377,0.0009924265384674042,0.00020917224884033206,0.00014225835800170912
800,82.46778392791748,0.02013489105518909,0.0010636135101318358,0.0002444682121276852,0.00016273012161254876
900,94.23071718215942,0.00964905892430985,0.0014261517047882116,0.0002574948787689205,0.00015398287773132297
1000,104.21100568771362,0.0028813830530660845,0.0010557269096374514,0.00024541177749633816,0.00015327725410461425
1100,118.02198243141174,0.012592327327666792,0.001217223501205443,0.00036203455924987705,0.00021260943412780816
1200,128.72428226470947,0.001853175954732747,0.0010753708362579318,0.0003254993438720707,0.00015963153839111284
1300,143.77043843269348,0.028890806148205227,0.0016302811145782426,0.00035504565238952767,0.00020652017593383756
1400,156.00707125663757,0.028656667437778095,0.0011437731266021715,0.0003421984195709218,0.00019969391822815034
1500,165.68494772911072,0.01382373034892497,0.0010318835258483886,0.0002910038948059084,0.00014950313568115226
