#=== darpa_scratch_original_w10 ===
#
#Metrics:
#  Accuracy: 0.9984 | Macro Precision: 0.2000 | Macro Recall: 0.1997 | Macro F1: 0.1999
#  Number of False Alarms: 0 | False Alarm Rate: 0.0000
#
#Per-Class Metrics:
#  [phase1] P=0.0000 | R=0.0000 | F1=0.0000 | 
#  [phase2] P=0.0000 | R=0.0000 | F1=0.0000 | 
#  [phase3] P=0.0000 | R=0.0000 | F1=0.0000 | 
#  [phase4] P=0.0000 | R=0.0000 | F1=0.0000 | 
#  [phase5] P=1.0000 | R=0.9986 | F1=0.9993 | 
#
#Confusion Matrix:
#         	      	      	      	Actual	      	      	      
#         	      	benign	phase1	phase2	phase3	phase4	phase5
#         	benign	 20900	     8	     9	    14	     7	    42
#         	phase1	     0	     0	     0	     0	     0	     0
#Predicted	phase2	     0	     0	     0	     0	     0	     0
#         	phase3	     0	     0	     0	     0	     0	     0
#         	phase4	     0	     0	     0	     0	     0	     0
#         	phase5	     0	     0	     0	     0	     0	 29347
i,time,loss,ground_time,compile_time,eval_time
100,15.176550388336182,0.6930160597056146,0.0012585250377655014,0.0002006849288940427,0.00019893312454223591
200,26.798315286636353,0.4709241327011955,0.0011698245048522935,0.00018577342033386212,0.00016525940895080598
300,39.335206031799316,0.1674822832807196,0.001563643932342528,0.00017947525978088372,0.00016433911323547376
400,48.82949900627136,0.09046365752289386,0.0008845249652862545,0.0001589826583862301,0.000136885738372803
500,59.24598169326782,0.035809828513188265,0.0012987568378448509,0.00017565331459045458,0.00015303683280944852
600,73.26847219467163,0.034013999005683304,0.0013760600566863964,0.00019402971267700267,0.0001895376205444337
700,82.74793291091919,0.031320424994146466,0.0010737891197204563,0.00016832542419433554,0.00014016227722167958
800,97.78508377075195,0.033288858388975884,0.0011408749580383308,0.0002157573699951171,0.0002536987304687499
900,115.70826053619385,0.044257194476706604,0.0012013673305511475,0.00022759613990783686,0.00026642856597900463
1000,125.50911235809326,0.03654880613458781,0.0012544354438781752,0.0001989173412323003,0.00014491171836853004
1100,136.41720581054688,0.008343257320718772,0.000956122112274172,0.00025139846801757793,0.00016050462722778269
1200,150.25640988349915,0.019241179359726246,0.001452643251419062,0.0002599792480468751,0.00017668423652648978
1300,162.81919074058533,0.041035088742805925,0.001201075077056887,0.000272979021072387,0.00019799466133117667
1400,176.685120344162,0.04095070652150087,0.0014077252388000508,0.00028343200683593727,0.00022791571617126395
1500,187.3582148551941,0.016538408707961073,0.0009576608180999736,0.00025567812919616696,0.00015700345039367728
