#=== darpa_scratch_up_w10 ===
#
#Metrics:
#  Accuracy: 0.9992 | Macro Precision: 0.9788 | Macro Recall: 0.9670 | Macro F1: 0.9713
#  False Alarms: 1 | False Alarm Rate: 0.0000
#  Missed Attacks: 40 | Detection Rate: 0.9986
#
#Per-Class Metrics:
#  [phase1] P=1.0000 | R=0.8750 | F1=0.9333 | 
#  [phase2] P=1.0000 | R=1.0000 | F1=1.0000 | 
#  [phase3] P=1.0000 | R=0.9286 | F1=0.9630 | 
#  [phase4] P=0.8750 | R=1.0000 | F1=0.9333 | 
#  [phase5] P=1.0000 | R=0.9987 | F1=0.9994 | 
#
#Confusion Matrix:
#         	      	      	      	Actual	      	      	      
#         	      	benign	phase1	phase2	phase3	phase4	phase5
#         	benign	 20899	     1	     0	     1	     0	    38
#         	phase1	     0	     7	     0	     0	     0	     0
#Predicted	phase2	     0	     0	     9	     0	     0	     0
#         	phase3	     0	     0	     0	    13	     0	     0
#         	phase4	     1	     0	     0	     0	     7	     0
#         	phase5	     0	     0	     0	     0	     0	 29351
i,time,loss,ground_time,compile_time,eval_time
100,11.162477970123291,1.5367981934234374,0.0016098545551299743,0.0012026711940765148,0.0002073331832885736
200,22.623096227645874,1.3086405948904232,0.0017560497760772367,0.0011299758434295446,0.00022115149497985815
300,36.51240158081055,1.1330225714446631,0.001866041851043661,0.001185455846786476,0.00030525317192077656
400,51.08572793006897,0.9516271897486835,0.0018523280143737469,0.0011529740810394106,0.0003348140239715589
500,65.54170441627502,0.977935830394677,0.0018391691684722542,0.0011673967838287148,0.00035018448829650774
600,80.23992776870728,0.8498683033000409,0.002032320547103846,0.0011243689537048134,0.00033222179412841705
700,92.96328449249268,0.8962700816772713,0.0017884752750396363,0.0011592456817626758,0.00027483453750610376
800,102.79262471199036,0.9688613764051055,0.0017378612041473015,0.0011638710975646774,0.00022450766563415506
900,111.99962067604065,1.006494776161955,0.0017103343963622696,0.0010381148815154825,0.0002129470825195313
1000,122.1803514957428,0.8854180300050465,0.00172496223449704,0.001119349479675273,0.00022470822334289567
1100,130.19719004631042,0.8691997927483481,0.00168584012985226,0.0011131017684936294,0.00019138126373290952
1200,138.44483971595764,0.8371863483692326,0.0017298951148986494,0.0011611122608184612,0.00018696470260620132
1300,150.90078735351562,0.8276190488420481,0.0017839354991912625,0.0011223602771758883,0.0005263299942016599
1400,165.34039402008057,0.8078943085497944,0.0019034267902373917,0.001197818136215191,0.00040489783287048263
1500,177.4475393295288,0.916195368806146,0.0018142989635467164,0.0011800639152526656,0.00029375410079956153
1600,186.20932984352112,0.8951965629601417,0.0017832034111022533,0.0012048968315124297,0.00021697974205017154
1700,195.93237257003784,0.8626130331761789,0.0017827220439910574,0.0011766903400420936,0.0002216008663177482
1800,204.13093495368958,0.8477196801241468,0.0016992899417876855,0.0011775924682616982,0.00020796093940734833
1900,212.20512318611145,0.8874819261564428,0.0017142535209655446,0.0011036649703979305,0.00020478725433349594
2000,220.2163052558899,0.8200813656720584,0.0017128545761108088,0.0010550669670104792,0.0002057531356811524
2100,228.11681461334229,0.7815655229649456,0.0019009059906005576,0.0011080435752868479,0.00020573186874389685
2200,235.00193762779236,0.8193588816872923,0.0017205048084258758,0.0011371170997619413,0.00017757625579833906
2300,247.86610412597656,0.902435373174114,0.0018426126003265103,0.001152365732192974,0.0003491479873657246
